question_id,section,question,option_a,option_b,option_c,option_d,option_e,correct_answer,explanation,difficulty,topic,subject,source_document,report_category,generated_date,generation_model,generation_type,test_id,test_name,test_series,total_questions,duration_minutes,negative_marking
GA_00077,General Awareness,"In March 2025, SEBI revised its regulations for ESG disclosures. What was the new mandate for listed companies?",Annual ESG disclosures for all listed companies,Quarterly ESG disclosures for the top 100 listed companies,Annual ESG disclosures for the top 500 listed companies,Quarterly ESG disclosures for the top 1000 listed companies,Voluntary ESG disclosures for all companies,D,"SEBI strengthened its ESG framework in March 2025 by mandating quarterly Environmental, Social, and Governance (ESG) disclosures for the top 1000 listed companies by market capitalization.",Medium,Regulatory_Changes,General_Awareness,current_affairs.txt,,2025-10-04T03:43:45.652636,gemini-2.5-pro,Current_Affairs_Batch_4,RBI_PHASE1_MOCK_04,RBI Grade B Phase 1 - Mock Test #4,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00356,General Awareness,"What was the level of India's foreign exchange reserves as of April 4, 2025?",625.5 billion US dollars,650.1 billion US dollars,676.3 billion US dollars,690.8 billion US dollars,710.2 billion US dollars,C,"As of April 4, 2025, India’s foreign exchange reserves stood at 676.3 billion US dollars, which provided an import cover of about 11 months. (Page 10)",Medium,Current_Affairs,General_Awareness,RBI_Bulletin_Apr_2025.pdf,rbi_bulletin,2025-10-02T22:28:45.817104,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_04,RBI Grade B Phase 1 - Mock Test #4,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00453,General Awareness,India's weightage in the MSCI Emerging Markets Index (MSCI-EMI) increased significantly by November 2024. What was the new weightage?,15.5%,17.2%,18.6%,19.9%,21.3%,D,"The Indian equity market outperformed its emerging market peers, leading to an increase in India’s weightage in the MSCI Emerging Markets Index (MSCI-EMI) to 19.9 per cent in November 2024. (Page 46)",Medium,Financial_Stability,General_Awareness,Financial_Stability_Report_Dec_2024.pdf,financial_stability_report,2025-10-02T22:42:09.747820,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_04,RBI Grade B Phase 1 - Mock Test #4,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00338,General Awareness,"What was the headline CPI inflation rate recorded in June 2025, marking the fifth consecutive month it remained below 4 per cent?",1.9%,2.1%,2.6%,2.8%,3.2%,B,"According to the 'State of the Economy' article, headline inflation, as measured by y-o-y changes in the CPI, declined to 2.1 per cent in June 2025, which was the lowest since January 2019. (Page 44)",Easy,Economic_Updates,General_Awareness,RBI_Bulletin_Jul_2025.pdf,rbi_bulletin,2025-10-02T22:25:31.223592,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_04,RBI Grade B Phase 1 - Mock Test #4,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00801,General Awareness,"Under the amendment to Section 9A, if an eligible investment fund's aggregate participation from Indian residents exceeds 5% on April 1st or October 1st, what is the timeframe within which this must be rectified for the condition to be deemed satisfied?",Within one month,Within two months,Within three months,Within four months,Within six months,D,"A new proviso in Section 9A(3)(c) states that if the aggregate participation exceeds five per cent on the first day of April or October, the condition is deemed satisfied if it is rectified within four months of that date. (Page 34, 140)",Hard,Fiscal_Policy,General_Awareness,Union_Budget_2025_2026.pdf,union_budget,2025-10-02T21:32:29.737326,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_04,RBI Grade B Phase 1 - Mock Test #4,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00226,General Awareness,Consider the following statements about India's sovereign rating upgrades in 2025:  I. S&P Global Ratings upgraded India's long-term rating to 'BBB' from 'BBB-' in August 2025.  II. Japan's R&I upgraded the rating to 'BBB+' while changing the outlook from 'Stable' to 'Positive'.  III. Morningstar DBRS was the first among the three to upgrade India's rating in May 2025.  Which of the above statements is/are correct?,Only I,Only I and II,Only II and III,Only I and III,"All I, II and III",D,"Statement I is correct; S&P upgraded India to 'BBB' in August 2025. Statement II is incorrect; R&I upgraded the rating to 'BBB+' but retained the 'Stable' outlook, it did not change it to 'Positive'. Statement III is correct; Morningstar DBRS's upgrade was in May 2025, which was before S&P's (August) and R&I's (September). Therefore, statements I and III are correct.",Hard,Current_Developments,General_Awareness,pib_press_releases.txt,,2025-10-04T02:34:35.375570,gemini-2.5-pro,PIB_RAG_Batch_5,RBI_PHASE1_MOCK_04,RBI Grade B Phase 1 - Mock Test #4,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00481,General Awareness,"The Finance Bill 2024 proposes a new section 194T for deduction of tax at source (TDS) on payments like salary, remuneration, or interest by a firm to its partners. What is the specified TDS rate?",5%,7.5%,10%,15%,20%,C,"The newly inserted section 194T mandates that a firm responsible for paying any sum like salary, remuneration, commission, bonus, or interest to a partner shall deduct income-tax at the rate of ten per cent. (Page 73)",Easy,Fiscal_Policy,General_Awareness,Union_Budget_2024_2025.pdf,union_budget,2025-10-02T22:46:51.999321,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_04,RBI Grade B Phase 1 - Mock Test #4,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00147,General Awareness,"According to the mid-term evaluation of the Agriculture Infrastructure Fund (AIF) by AERC, Pune in December 2023, what percentage of the AIF units had also availed other government subsidies, highlighting successful scheme convergence?",25%,42%,31%,54%,15%,C,"The mid-term evaluation of the AIF scheme highlighted its positive impact and noted that 31% of the AIF units had also availed other government subsidies, demonstrating beneficial convergence with other schemes.",Hard,Agriculture_Policies,General_Awareness,pib_press_releases.txt,,2025-10-04T02:29:33.170115,gemini-2.5-pro,PIB_RAG_Batch_1,RBI_PHASE1_MOCK_04,RBI Grade B Phase 1 - Mock Test #4,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00180,General Awareness,"How much amount did the Union Government release to State Governments on October 1, 2025, as one advance instalment of tax devolution to accelerate capital spending during the festive season?","₹1,13,419 crore","₹1,07,502 crore","₹1,01,603 crore","₹74,431 crore","₹50,000 crore",C,"To enable States to accelerate capital spending and finance development expenditure during the festive season, the Union Government released an additional tax devolution of ₹1,01,603 crore to State Governments on October 1, 2025.",Medium,Fiscal_Policy,General_Awareness,pib_press_releases.txt,,2025-10-04T02:31:48.980588,gemini-2.5-pro,PIB_RAG_Batch_3,RBI_PHASE1_MOCK_04,RBI Grade B Phase 1 - Mock Test #4,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00245,General Awareness,"What was the fiscal deficit of the Union Government as a percentage of GDP in FY24, according to provisional actuals?",5.4%,5.6%,5.9%,6.4%,6.7%,B,"The fiscal deficit of the Union Government was brought down from 6.4 per cent of GDP in FY23 to 5.6 per cent of GDP in FY24, as per provisional actuals data. (page 64)",Easy,Economic_Indicators,General_Awareness,Economic_Survey_2024_2023.pdf,economic_survey,2025-10-02T22:17:50.433612,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_04,RBI Grade B Phase 1 - Mock Test #4,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00156,General Awareness,"According to the 56th GST Council meeting recommendations, what is the new proposed GST rate for Cement?",28%,18%,12%,5%,NIL,B,"The 56th GST Council meeting recommended a reduction of GST on Cement from 28% to 18%, as part of its rate rationalisation measures.",Medium,Fiscal_Policy,General_Awareness,pib_press_releases.txt,,2025-10-04T02:30:40.521007,gemini-2.5-pro,PIB_RAG_Batch_2,RBI_PHASE1_MOCK_04,RBI Grade B Phase 1 - Mock Test #4,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00036,General Awareness,The government launched the PM Vishwakarma scheme in November 2024 to support traditional artisans. What was the total financial allocation for this scheme?,"₹10,000 crore","₹19,744 crore",₹1 lakh crore,"₹13,000 crore","₹50,000 crore",D,"The PM Vishwakarma scheme, launched in November 2024, was allocated a total of ₹13,000 crore to provide support to traditional artisans and craftspeople.",Medium,Government_Initiatives,General_Awareness,current_affairs.txt,,2025-10-04T03:41:45.166864,gemini-2.5-pro,Current_Affairs_Batch_2,RBI_PHASE1_MOCK_04,RBI Grade B Phase 1 - Mock Test #4,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00564,General Awareness,The agriculture sector is expected to rebound in FY25. What is the estimated growth rate for the sector?,3.2%,3.5%,3.8%,4.1%,4.5%,C,"On the supply side, the agriculture sector is expected to rebound to a growth of 3.8 per cent in FY25. (Page 56)",Medium,Sectoral_Performance,General_Awareness,Economic_Survey_2024_2025.pdf,economic_survey,2025-10-02T21:01:26.336090,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_04,RBI Grade B Phase 1 - Mock Test #4,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00750,General Awareness,"Under the macro stress test's Adverse Scenario 1 (Geopolitical risk scenario), what is the projected aggregate CRAR for 46 major Scheduled Commercial Banks by March 2027?",17.0%,15.2%,14.6%,14.2%,12.9%,D,"The macro stress tests results revealed that the aggregate CRAR of 46 major SCBs may decline to 14.2 per cent by March 2027 under the adverse scenario 1 (Geopolitical risk scenario) from 17.2 per cent in March 2025. (Source: Page 83, Para 2.13 and Page 84, Chart 2.9a)",Medium,Risk_Assessment,General_Awareness,Financial_Stability_Report_Jun_2025.pdf,financial_stability_report,2025-10-02T21:28:28.278790,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_04,RBI Grade B Phase 1 - Mock Test #4,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00264,General Awareness,The National Monetisation Pipeline (NMP) has a potential of ₹6 lakh crore over FY22-FY25. What were the total monetisation receipts recorded from FY22 to FY24 against the target of ₹4.3 lakh crore for that period?,₹2.9 lakh crore,₹3.3 lakh crore,₹3.5 lakh crore,₹3.9 lakh crore,₹4.1 lakh crore,D,"The National Monetisation Pipeline (NMP) listed assets with a potential of ₹6 lakh crore for monetisation over FY22–FY25. During the period FY22-FY24, receipts worth ₹3.9 lakh crore have been recorded against a target of ₹4.3 lakh crore. (page 66)",Hard,Government_Schemes,General_Awareness,Economic_Survey_2024_2023.pdf,economic_survey,2025-10-02T22:17:50.433660,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_04,RBI Grade B Phase 1 - Mock Test #4,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00802,General Awareness,"The new Section 285BAA introduces an obligation to furnish information on crypto-asset transactions. If a reporting entity furnishes a defective statement and fails to rectify it within the prescribed time, what is the legal consequence?","A flat penalty of Rs. 1,00,000 will be imposed.",The provisions of the Act will apply as if the person had furnished inaccurate information.,The entity's registration will be cancelled immediately.,A penalty of 1% of the transaction value will be levied.,The entity will be barred from reporting for one year.,B,"According to the newly inserted Section 285BAA(2), if a defect in a furnished statement is not rectified within the given period, the provisions of the Income-tax Act shall apply as if such person had furnished inaccurate information in the statement. (Page 62, 168)",Hard,Fiscal_Policy,General_Awareness,Union_Budget_2025_2026.pdf,union_budget,2025-10-02T21:32:29.737329,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_04,RBI Grade B Phase 1 - Mock Test #4,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00204,General Awareness,The 56th GST Council meeting recommended several rate rationalisations. Which of the following statements about these recommendations is INCORRECT?,GST on Cement was reduced from 28% to 18%.,GST on manmade fibre was reduced from 18% to 5%.,GST on Small Cars and Motorcycles (<=350cc) was reduced from 28% to 18%.,"GST on Hotel Accommodation services with value <= Rs. 7,500 was reduced from 12% to NIL.",GST on all individual life insurance policies was exempted.,D,"The 56th GST Council recommended reducing GST from 12% to 5% on “Hotel Accommodation” services having a value less than or equal to Rs. 7,500 per unit per day. It was not reduced to NIL.",Hard,Budget_Announcements,General_Awareness,pib_press_releases.txt,,2025-10-04T02:33:03.452167,gemini-2.5-pro,PIB_RAG_Batch_4,RBI_PHASE1_MOCK_04,RBI Grade B Phase 1 - Mock Test #4,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00678,General Awareness,What price for the Indian basket of crude oil has been assumed in the RBI's baseline projections for H2:2024-25?,US$ 75 per barrel,US$ 78 per barrel,US$ 80 per barrel,US$ 83.5 per barrel,US$ 85 per barrel,C,"Table I.2, 'Baseline Assumptions for Projections', indicates that the price of crude oil (Indian basket) is assumed at US$ 80 per barrel during H2:2024-25.",Medium,Inflation,General_Awareness,Monetary_Policy_Report_Oct_2024.pdf,monetary_policy_report,2025-10-02T21:20:40.379034,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_04,RBI Grade B Phase 1 - Mock Test #4,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00649,General Awareness,"Following the Monetary Policy Committee meeting from February 5-7, 2025, what was the policy repo rate adjusted to?",6.00%,6.25%,6.50%,6.75%,7.00%,B,The Monetary Policy Committee (MPC) unanimously decided to reduce the policy repo rate by 25 basis points from 6.50 per cent to 6.25 per cent. (Page 8),Easy,Policy_Changes,General_Awareness,RBI_Bulletin_Feb_2025.pdf,rbi_bulletin,2025-10-02T21:14:33.908246,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_04,RBI Grade B Phase 1 - Mock Test #4,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00510,General Awareness,"Under the amendment to section 80CCD, what is the maximum annual deduction allowed to a parent or guardian for contributions made to the National Pension Scheme account of a minor?","Rs. 1,50,000","Rs. 1,00,000","Rs. 75,000","Rs. 50,000","Rs. 25,000",D,"Clause 17 inserts a new proviso in section 80CCD(1B) to allow a deduction for payment or deposit made to the account of a minor under the pension scheme, subject to a maximum aggregate amount of fifty thousand rupees. (Page 42, Page 148)",Medium,Government_Schemes,General_Awareness,Union_Budget_2025_2026.pdf,union_budget,2025-10-02T22:48:39.852270,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_04,RBI Grade B Phase 1 - Mock Test #4,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00483,General Awareness,What is the surcharge rate applicable to a co-operative society having a total income exceeding one crore rupees but not exceeding ten crore rupees?,5%,7%,10%,12%,15%,B,"For a co-operative society, the surcharge on income-tax is calculated at the rate of seven per cent where the total income exceeds one crore rupees but does not exceed ten crore rupees. (Pages 13, 120)",Medium,Fiscal_Policy,General_Awareness,Union_Budget_2024_2025.pdf,union_budget,2025-10-02T22:46:51.999326,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_04,RBI Grade B Phase 1 - Mock Test #4,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00294,General Awareness,The Monetary Policy Committee (MPC) kept the policy repo rate unchanged throughout 2023-24. What was this rate?,6.00%,6.25%,6.50%,6.75%,7.00%,C,"Considering the growth-inflation dynamics, the Monetary Policy Committee (MPC) kept the policy repo rate unchanged at 6.50 per cent during 2023-24. (Page 29, para I.14)",Easy,Monetary_Operations,General_Awareness,RBI_Annual_Report_2024_2023.pdf,rbi_annual_report,2025-10-02T22:21:46.048773,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_04,RBI Grade B Phase 1 - Mock Test #4,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00407,General Awareness,What is the real GDP growth projected by the Reserve Bank for the financial year 2024-25?,6.5%,6.7%,7.0%,7.3%,7.6%,C,"The Reserve Bank's baseline projection for real GDP growth for 2024-25 is 7.0 per cent. (Page 18, Table I.3)",Easy,Growth_Outlook,General_Awareness,Monetary_Policy_Report_Apr_2024.pdf,monetary_policy_report,2025-10-02T22:38:23.379893,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_04,RBI Grade B Phase 1 - Mock Test #4,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00374,General Awareness,"In its meeting in October 2024, the Monetary Policy Committee (MPC) changed its policy stance to 'neutral'. What was the immediate prior stance?",Accommodative,Calibrated Tightening,Withdrawal of accommodation,Gradual easing,Targeted liquidity provision,C,"In the meeting on October 7-9, 2024, the MPC decided to change the monetary policy stance from 'withdrawal of accommodation' to 'neutral' to provide greater flexibility in responding to evolving economic conditions. (Page 13)",Medium,Policy_Changes,General_Awareness,RBI_Bulletin_Nov_2024.pdf,rbi_bulletin,2025-10-02T22:32:48.444689,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_04,RBI Grade B Phase 1 - Mock Test #4,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00206,General Awareness,"The """"Namo Drone Didi"""" scheme, with an outlay of ₹1261 Crores for 2023-24 to 2025-26, aims to provide 15,000 drones to Women Self Help Groups (SHGs). What is the percentage of the drone package cost provided as Central Financial Assistance (CFA) to the SHGs?",50%,60%,75%,80%,100%,D,"Under the 'Namo Drone Didi' scheme, Central Financial Assistance (CFA) is provided at the rate of 80% of the cost of the drone package, up to a maximum of Rs. 8.00 lakhs, to the selected women SHGs.",Hard,Government_Schemes,General_Awareness,pib_press_releases.txt,,2025-10-04T02:33:03.452171,gemini-2.5-pro,PIB_RAG_Batch_4,RBI_PHASE1_MOCK_04,RBI Grade B Phase 1 - Mock Test #4,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00122,General Awareness,"As per the government's borrowing programme for H2 of FY 2025-26, what amount is planned to be borrowed through the issuance of Sovereign Green Bonds (SGrBs)?","₹5,000 crore","₹10,000 crore","₹15,000 crore","₹20,000 crore","₹25,000 crore",B,"The Government of India plans to borrow ₹6.77 lakh crore in the second half of FY 2025-26 through dated securities, which includes ₹10,000 crore through the issuance of Sovereign Green Bonds (SGrBs).",Medium,Government_Finances,General_Awareness,pib_press_releases.txt,,2025-10-04T02:25:19.404144,gemini-2.5-pro,PIB_RAG_Batch_1,RBI_PHASE1_MOCK_04,RBI Grade B Phase 1 - Mock Test #4,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00438,General Awareness,"As of September 2023, what was the Capital to Risk-weighted Assets Ratio (CRAR) for Scheduled Commercial Banks?",13.7%,15.5%,16.8%,17.3%,12.9%,C,"The report states that for Scheduled Commercial Banks, the Capital to Risk-weighted Assets Ratio (CRAR) stood at 16.8 per cent in September 2023. (Page 19, 63)",Easy,Banking_Sector,General_Awareness,Financial_Stability_Report_Dec_2023.pdf,financial_stability_report,2025-10-02T22:40:57.800046,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_04,RBI Grade B Phase 1 - Mock Test #4,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00493,General Awareness,"For the assessment year beginning on April 1, 2025, under the revised new tax regime, which income tax rate is applicable for the income slab from Rs. 7,00,001 to Rs. 10,00,000?",5%,7.5%,10%,12.5%,15%,C,"According to the new table under section 115BAC for the assessment year 2025-26, the tax rate for the income slab from Rs. 7,00,001 to Rs. 10,00,000 is 10 per cent. (Page 52)",Medium,Fiscal_Policy,General_Awareness,Union_Budget_2024_2025.pdf,union_budget,2025-10-02T22:46:51.999353,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_04,RBI Grade B Phase 1 - Mock Test #4,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00052,General Awareness,Who was awarded the Nobel Prize in Economics in October 2024 for her research on the gender gap in the labor market?,Esther Duflo,Narges Mohammadi,Claudia Goldin,Gita Gopinath,Janet Yellen,C,The Nobel Prize in Economics for 2024 was awarded to Claudia Goldin for her extensive research on the gender gap in the labor market.,Easy,Awards_Honours,General_Awareness,current_affairs.txt,,2025-10-04T03:42:42.583800,gemini-2.5-pro,Current_Affairs_Batch_3,RBI_PHASE1_MOCK_04,RBI Grade B Phase 1 - Mock Test #4,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00100,General Awareness,"In the period from October 2024 to September 2025, the repo rate saw movement from 6.50% to 6.75% and then was held constant. Meanwhile, CPI inflation moved from 5.4% to a lower level. What does this policy stance by the RBI indicate?",A purely accommodative stance to prioritize economic growth over inflation control.,A hawkish stance with continuous rate hikes throughout the year to aggressively curb inflation.,An initial tightening action followed by a prolonged 'pause and watch' approach to balance inflation management with growth support.,A dovish policy of consistently lowering rates to stimulate the economy.,A decision to abandon inflation targeting in favor of exchange rate management.,C,"The RBI increased the repo rate by 25 bps in Feb 2025 to 6.75% to combat inflation. Subsequently, in June and September 2025, it maintained the rate at 6.75%. This sequence shows an initial tightening measure followed by a period of holding the rate steady to assess the impact of the hike and incoming data, reflecting a balanced approach to manage inflation without derailing economic growth.",Hard,Policy_Updates,General_Awareness,current_affairs.txt,,2025-10-04T03:44:49.040762,gemini-2.5-pro,Current_Affairs_Batch_5,RBI_PHASE1_MOCK_04,RBI Grade B Phase 1 - Mock Test #4,RBI Grade B 2025 - Premium Series,200,120,0.25
