question_id,section,question,option_a,option_b,option_c,option_d,option_e,correct_answer,explanation,difficulty,topic,subject,source_document,report_category,generated_date,generation_model,generation_type,test_id,test_name,test_series,total_questions,duration_minutes,negative_marking
GA_00684,General Awareness,"Considering the risk scenarios presented, a simultaneous 5% depreciation of the INR and a 10% rise in international crude oil prices above the baseline would likely increase headline inflation by approximately how many basis points?",35 bps,50 bps,65 bps,85 bps,100 bps,C,"According to the risk scenarios, a 5% INR depreciation could increase inflation by around 35 bps, and a 10% rise in crude oil prices could increase it by 30 bps. The combined approximate impact would be 65 bps.",Hard,Inflation,General_Awareness,Monetary_Policy_Report_Oct_2024.pdf,monetary_policy_report,2025-10-02T21:20:40.379052,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_03,RBI Grade B Phase 1 - Mock Test #3,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00729,General Awareness,"India's weightage in the MSCI Emerging Markets Index (MSCI-EMI) has seen a significant increase, reflecting the market's outperformance. What was this weightage in November 2024?",15.5%,17.2%,18.8%,19.9%,21.1%,D,"The Indian equity market has outperformed emerging market peers, leading to an increase in India’s weightage in the MSCI-EMI from 9.2 per cent in March 2019 to 19.9 per cent in November 2024. (Page 46)",Medium,Financial_Stability,General_Awareness,Financial_Stability_Report_Dec_2024.pdf,financial_stability_report,2025-10-02T21:25:50.745479,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_03,RBI Grade B Phase 1 - Mock Test #3,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00528,General Awareness,The PM-KISAN scheme provides income support to land-holding farmers. What is the total annual financial benefit provided to each eligible farmer family?,"₹4,000","₹5,000","₹6,000","₹8,000","₹10,000",C,"Under the PM-KISAN scheme, an economic benefit of ₹6,000 per year is transferred in three equal four-monthly instalments into the bank accounts of farmers’ families. (Page 378)",Easy,Government_Schemes,General_Awareness,Economic_Survey_2024_2023.pdf,economic_survey,2025-10-02T20:59:17.548418,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_03,RBI Grade B Phase 1 - Mock Test #3,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00138,General Awareness,"In September 2025, the Japanese credit rating agency, Rating and Investment Information, Inc. (R&I), upgraded India’s long-term sovereign credit rating to what level?",BBB,BBB+ (Stable),A- (Stable),BBB (Positive),A,B,"Rating and Investment Information, Inc. (R&I) of Japan upgraded India’s long-term sovereign credit rating to ‘BBB+’ from ‘BBB’, while retaining the “Stable” Outlook for the Indian economy.",Medium,Current_Developments,General_Awareness,pib_press_releases.txt,,2025-10-04T02:29:33.170067,gemini-2.5-pro,PIB_RAG_Batch_1,RBI_PHASE1_MOCK_03,RBI Grade B Phase 1 - Mock Test #3,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00241,General Awareness,"The Economic Survey 2023-24 discusses the revamp of the Credit Guarantee Scheme (CGS) for Micro and Small Enterprises. What was the credit limit under this scheme enhanced to, from the previous limit of ₹2 crore?",₹3 crore,₹4 crore,₹5 crore,₹7.5 crore,₹10 crore,C,"According to Box II.1 on page 92 of the Economic Survey 2023-24, under the revamp of the CGS for MSEs, 'the credit limit under the said scheme was enhanced from ₹2 crore to ₹ 5 crore, with a minimum annual guarantee fee of as low as 0.37 per cent per annum.'",Medium,Government_Initiatives,General_Awareness,Economic_Survey_2024_2023.pdf,,2025-10-02T20:08:58.084056,gemini-2.5-pro,RAG_Pilot,RBI_PHASE1_MOCK_03,RBI Grade B Phase 1 - Mock Test #3,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00539,General Awareness,"The Jal Jeevan Mission aims to provide tap water connections to all rural households. As of July 2024, approximately how many rural households have been provided with these connections?",8.7 crore,9.9 crore,11.7 crore,13.2 crore,14.8 crore,C,"The Jal Jeevan Mission has successfully provided tap water connections to 11.7 crore households as of July 10, 2024, significantly enhancing the quality of life in rural areas. (Page 255)",Medium,Government_Schemes,General_Awareness,Economic_Survey_2024_2023.pdf,economic_survey,2025-10-02T20:59:17.548434,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_03,RBI Grade B Phase 1 - Mock Test #3,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00352,General Awareness,"The Union Budget 2025 proposed raising the Foreign Direct Investment (FDI) limit in the insurance sector to 100 per cent, subject to what specific condition?",At least 50% of the board members must be Indian citizens.,The foreign entity must form a joint venture with a public sector insurer.,The company must be listed on an Indian stock exchange within five years.,The entire premium collected must be invested within India.,A minimum of 30% of its workforce must be employed from rural areas.,D,"Footnote 1 on page 7 clarifies the details of the FDI liberalisation in the insurance sector. It specifies that the announced increase in the FDI cap to 100 per cent comes 'with the condition that the entire premium is invested within India.' This requires careful reading of the details provided in the footnote. (Page 7, Footnote 1)",Hard,Policy_Changes,General_Awareness,RBI_Bulletin_May_2025.pdf,rbi_bulletin,2025-10-02T22:27:45.369573,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_03,RBI Grade B Phase 1 - Mock Test #3,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00565,General Awareness,Private Final Consumption Expenditure (PFCE) growth at constant prices is estimated to be a key driver of demand in FY25. What is the estimated growth rate for PFCE?,6.4%,6.9%,7.3%,7.8%,8.1%,C,"From the angle of aggregate demand, private final consumption expenditure (PFCE) at constant prices is estimated to grow by 7.3 per cent, driven by a rebound in rural demand. (Page 56)",Medium,Economic_Indicators,General_Awareness,Economic_Survey_2024_2025.pdf,economic_survey,2025-10-02T21:01:26.336092,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_03,RBI Grade B Phase 1 - Mock Test #3,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00619,General Awareness,What was the approximate number of complaints received under the RBI’s Integrated Ombudsman Scheme in the financial year 2023-24?,2.35 lakh,2.94 lakh,5.50 lakh,9.34 lakh,10.12 lakh,D,The number of complaints received under the RBI’s Integrated Ombudsman Scheme increased at a compounded average growth rate of almost 50 per cent per year over the last two years to reach 9.34 lakh in 2023-24. (Page 8),Medium,Current_Affairs,General_Awareness,RBI_Bulletin_Mar_2025.pdf,rbi_bulletin,2025-10-02T21:07:03.469871,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_03,RBI Grade B Phase 1 - Mock Test #3,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00466,General Awareness,"According to the contagion analysis as of March 2024, the hypothetical failure of which type of entity would cause the maximum solvency loss to the banking system's total Tier 1 capital?",The largest public sector bank,The NBFC with the maximum capacity to cause solvency losses,The bank with the maximum capacity to cause contagion losses,The HFC with the maximum capacity to cause solvency losses,The largest private sector bank,C,"Contagion analysis indicates that if the bank with the maximum capacity to cause contagion losses fails, it would cause a solvency loss of 5.06% of total Tier 1 capital. In comparison, the failure of the top HFC would cause a 3.87% loss, and the failure of the top NBFC would cause a 2.29% loss. Therefore, the failure of the top triggering bank poses the largest solvency risk. (Page 99)",Hard,Risk_Assessment,General_Awareness,Financial_Stability_Report_Jun_2024.pdf,financial_stability_report,2025-10-02T22:43:37.111969,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_03,RBI Grade B Phase 1 - Mock Test #3,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00039,General Awareness,"What was the capital expenditure allocation in the Union Budget 2025-26, which represented a significant push for infrastructure development?",₹7.50 lakh crore,₹10.00 lakh crore,₹11.11 lakh crore,₹9.50 lakh crore,₹13.70 lakh crore,C,"The Union Budget for 2025-26 increased the capital expenditure allocation to ₹11.11 lakh crore, which is 11% of the GDP, to drive infrastructure growth under the PM Gati Shakti plan.",Medium,Budget_Fiscal,General_Awareness,current_affairs.txt,,2025-10-04T03:41:45.166869,gemini-2.5-pro,Current_Affairs_Batch_2,RBI_PHASE1_MOCK_03,RBI Grade B Phase 1 - Mock Test #3,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00757,General Awareness,What is the rate of 'Health and Education Cess on income-tax' as specified in the financial proposals for 2024-2025?,1 per cent,2 per cent,3 per cent,4 per cent,5 per cent,D,"Section 2, sub-section (11) specifies that the income-tax and applicable surcharge shall be further increased by an additional surcharge called the 'Health and Education Cess on income-tax', calculated at the rate of four per cent. (Page 32)",Easy,Fiscal_Policy,General_Awareness,Union_Budget_2024_2025.pdf,union_budget,2025-10-02T21:30:24.508279,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_03,RBI Grade B Phase 1 - Mock Test #3,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00190,General Awareness,"The Atal Pension Yojana (APY), a flagship social security scheme, surpassed how many gross enrolments as of July 2025?",6 crore,7 crore,8 crore,9 crore,10 crore,C,"As per the press release from the Ministry of Finance, the Atal Pension Yojana (APY) achieved a significant milestone by surpassing 8 crore total gross enrolments as of July 2025.",Easy,Government_Schemes,General_Awareness,pib_press_releases.txt,,2025-10-04T02:33:03.452139,gemini-2.5-pro,PIB_RAG_Batch_4,RBI_PHASE1_MOCK_03,RBI Grade B Phase 1 - Mock Test #3,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00654,General Awareness,"What was India's foreign exchange reserve position as on October 31, 2024, making it the fourth largest in the world?",US$ 675 billion,US$ 682 billion,US$ 691 billion,US$ 705 billion,US$ 650 billion,B,"The document states that India has the fourth largest foreign exchange reserves in the world at US$ 682 billion as on October 31, 2024, sufficient to cover the entire external debt and about 12 months of merchandise imports. (Source: Page 15)",Medium,Current_Affairs,General_Awareness,RBI_Bulletin_Nov_2024.pdf,rbi_bulletin,2025-10-02T21:15:39.272829,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_03,RBI Grade B Phase 1 - Mock Test #3,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00685,General Awareness,How did the median projection for the end-period repo rate for 2024-25 from the Survey of Professional Forecasters (SPF) compare with the actual policy rate maintained by the MPC as of the October 2024 report?,SPF projected a 25 bps higher rate.,SPF projected a 25 bps lower rate.,SPF projection was identical to the MPC's rate.,SPF projected a 50 bps lower rate.,SPF did not provide a repo rate projection.,B,"Table I.3 shows the median projection from the SPF for the end-period repo rate for 2024-25 is 6.25%. The MPC maintained the rate at 6.50%. Therefore, the SPF projected a rate 25 bps lower than the prevailing rate.",Hard,Monetary_Policy,General_Awareness,Monetary_Policy_Report_Oct_2024.pdf,monetary_policy_report,2025-10-02T21:20:40.379055,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_03,RBI Grade B Phase 1 - Mock Test #3,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00699,General Awareness,"What was the voting pattern of the MPC on the resolution to keep the policy repo rate unchanged in the October 2023, December 2023, and February 2024 meetings, respectively?","Unanimous, 5-1, 5-1",5-1 in all three meetings,Unanimous in all three meetings,"5-1, Unanimous, 5-1","Unanimous, Unanimous, 5-1",E,"The MPC unanimously decided to keep the repo rate at 6.50% in the October and December 2023 meetings. In the February 2024 meeting, the decision was made by a 5-1 majority. (Page 12)",Hard,Monetary_Policy,General_Awareness,Monetary_Policy_Report_Apr_2024.pdf,monetary_policy_report,2025-10-02T21:22:01.859896,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_03,RBI Grade B Phase 1 - Mock Test #3,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00517,General Awareness,"Where an individual's income is chargeable to tax under the new tax regime (Section 115BAC), what is the maximum rate of surcharge that can be levied on the income tax?",10%,15%,25%,37%,No surcharge is applicable,C,"A proviso to sub-section (6) and sub-section (8) of section 2 states that where the income of a person is chargeable to tax under sub-section (1A) of section 115BAC, the rate of surcharge shall not exceed twenty-five per cent. (Page 19, Page 21)",Medium,Fiscal_Policy,General_Awareness,Union_Budget_2025_2026.pdf,union_budget,2025-10-02T22:48:39.852279,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_03,RBI Grade B Phase 1 - Mock Test #3,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00311,General Awareness,"What was the percentage increase in the size of the Reserve Bank's balance sheet for the year ended March 31, 2024?",9.98%,11.08%,13.90%,17.04%,27.00%,B,"The size of the balance sheet increased by ₹7,02,946.97 crore, which is an 11.08 per cent increase, from ₹63,44,756.24 crore as on March 31, 2023 to ₹70,47,703.21 crore as on March 31, 2024. (Page 243, para XII.3)",Hard,RBI_Functions,General_Awareness,RBI_Annual_Report_2024_2023.pdf,rbi_annual_report,2025-10-02T22:21:46.048960,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_03,RBI Grade B Phase 1 - Mock Test #3,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00126,General Awareness,"Based on the Government of India's accounts data released up to August 2025, what was the fiscal deficit for the period, calculated as the difference between Total Expenditure and Total Receipts?","₹5,28,668 crore","₹6,15,342 crore","₹5,98,153 crore","₹4,31,579 crore","₹7,22,198 crore",C,"The fiscal deficit is the difference between Total Expenditure and Total Receipts. As per the data, Total Expenditure was ₹18,80,862 crore and Total Receipts were ₹12,82,709 crore. The difference is ₹18,80,862 crore - ₹12,82,709 crore = ₹5,98,153 crore.",Hard,Government_Finances,General_Awareness,pib_press_releases.txt,,2025-10-04T02:25:19.404169,gemini-2.5-pro,PIB_RAG_Batch_1,RBI_PHASE1_MOCK_03,RBI Grade B Phase 1 - Mock Test #3,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00125,General Awareness,"Under the 'Namo Drone Didi' scheme, what is the Central Financial Assistance provided to women Self Help Groups (SHGs) for the purchase of a drone package?",70% of the cost up to a maximum of Rs. 7.00 lakhs,75% of the cost up to a maximum of Rs. 7.50 lakhs,90% of the cost up to a maximum of Rs. 9.00 lakhs,80% of the cost up to a maximum of Rs. 8.00 lakhs,100% of the cost up to a maximum of Rs. 10.00 lakhs,D,"Under the 'Namo Drone Didi' scheme, Central Financial Assistance (CFA) @ 80% of the cost of the drone package, up to a maximum of Rs. 8.00 lakhs, is provided to the selected women SHGs.",Medium,Government_Schemes,General_Awareness,pib_press_releases.txt,,2025-10-04T02:25:19.404166,gemini-2.5-pro,PIB_RAG_Batch_1,RBI_PHASE1_MOCK_03,RBI Grade B Phase 1 - Mock Test #3,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00694,General Awareness,The Gross Fiscal Deficit (GFD) for the central government is projected to be what percentage of GDP for 2024-25 in the interim union budget?,4.5%,5.1%,5.8%,5.9%,6.4%,B,"For 2024-25, the interim union budget projects the gross fiscal deficit (GFD) at 5.1 per cent of GDP. (Page 52, and Table III.2 on page 53)",Medium,Growth_Outlook,General_Awareness,Monetary_Policy_Report_Apr_2024.pdf,monetary_policy_report,2025-10-02T21:22:01.859886,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_03,RBI Grade B Phase 1 - Mock Test #3,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00646,General Awareness,"For the financial year 2025-26, what has the CPI inflation been projected at?",2.9%,3.4%,3.7%,4.0%,4.4%,C,"Assuming a normal monsoon, CPI inflation for the financial year 2025-26 is now projected at 3.7 per cent, with quarterly projections of Q1 at 2.9%, Q2 at 3.4%, Q3 at 3.9%, and Q4 at 4.4%. (Page 10, Page 16)",Medium,Economic_Updates,General_Awareness,RBI_Bulletin_Jun_2024.pdf,rbi_bulletin,2025-10-02T21:13:23.455359,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_03,RBI Grade B Phase 1 - Mock Test #3,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00154,General Awareness,"Under the 'Swachhata Hi Seva (SHS) Campaign 2025', what is the theme for this year's nationwide cleanliness campaign?",Swachh Bharat,"Clean India, Green India",Swachhotsav,Clean Fest,Gram Swachhata,C,"The Department of Financial Services (DFS), Ministry of Finance has launched Swachhata Hi Seva 2025 (SHS 2025). This year's theme is 'Swachhotsav', which blends the spirit of festive celebrations with the responsibility of cleanliness.",Easy,Government_Schemes,General_Awareness,pib_press_releases.txt,,2025-10-04T02:30:40.520960,gemini-2.5-pro,PIB_RAG_Batch_2,RBI_PHASE1_MOCK_03,RBI Grade B Phase 1 - Mock Test #3,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00732,General Awareness,"According to the sectoral credit risk analysis, a two standard deviation shock to the GNPA ratio of which one of the following industrial sub-sectors is projected to cause the largest reduction in the system-level CRAR of SCBs?",Infrastructure - Energy,Textiles,Basic Metal and Metal Products,Infrastructure - Transport,All Engineering,C,"Table 2.1 shows that a two standard deviation shock to the 'Basic Metal and Metal Products' sub-sector would reduce the system-level CRAR by 17 basis points, the highest among all listed sectors. (Page 95)",Hard,Risk_Assessment,General_Awareness,Financial_Stability_Report_Dec_2024.pdf,financial_stability_report,2025-10-02T21:25:50.745489,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_03,RBI Grade B Phase 1 - Mock Test #3,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00087,General Awareness,"The National Quantum Mission, launched by the government with a focus on research and development in quantum technologies, was approved with a total allocation of how much in September 2025?","₹4,800 crore","₹6,000 crore","₹13,000 crore","₹19,744 crore","₹76,000 crore",B,"The Government of India launched the National Quantum Mission with a total allocation of ₹6,000 crore over a period of 5 years to boost research and development in quantum technology.",Easy,Government_Initiatives,General_Awareness,current_affairs.txt,,2025-10-04T03:44:49.040723,gemini-2.5-pro,Current_Affairs_Batch_5,RBI_PHASE1_MOCK_03,RBI Grade B Phase 1 - Mock Test #3,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00557,General Awareness,The total Kharif food grain production for 2024-25 is estimated at a record level. What is this estimated production?,1547.05 lakh metric tonnes,1601.15 lakh metric tonnes,1647.05 lakh metric tonnes,1712.55 lakh metric tonnes,1750.00 lakh metric tonnes,C,"As per the first advanced estimates of agricultural production for 2024-25, total Kharif food grain production is estimated at a record 1647.05 lakh metric tonnes (LMT). (Page 59, 291)",Medium,Sectoral_Performance,General_Awareness,Economic_Survey_2024_2025.pdf,economic_survey,2025-10-02T21:01:26.336076,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_03,RBI Grade B Phase 1 - Mock Test #3,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00737,General Awareness,"In the May 2024 Systemic Risk Survey (SRS), which of the following was identified by respondents as the most significant near-term risk to domestic financial stability?",Global Growth Slowdown,Cyber Risk,Climate Risk,Geopolitical Risk,Commodity Price and Crude Oil shocks,D,"The report's Systemic Risk Survey carried out in May 2024 identified geopolitical risks, tightening of global financial conditions, and capital outflows as major near-term risks. The chart on potential risks shows Geopolitical Risk as the highest-rated concern. (Page 19, 72)",Medium,Risk_Assessment,General_Awareness,Financial_Stability_Report_Jun_2024.pdf,financial_stability_report,2025-10-02T21:27:07.175498,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_03,RBI Grade B Phase 1 - Mock Test #3,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00780,General Awareness,"For any previous year relevant to the assessment year beginning on or after April 1, 2026, what is the nil rate of tax applicable for total income under the amended Section 115BAC?","Upto Rs. 2,50,000","Upto Rs. 3,00,000","Upto Rs. 3,50,000","Upto Rs. 4,00,000","Upto Rs. 5,00,000",D,"As per the amendment to Section 115BAC, for the assessment year beginning on or after April 1, 2026, the income tax rate is 'Nil' for individuals with a total income of up to Rs. 4,00,000. (Page 46)",Easy,Fiscal_Policy,General_Awareness,Union_Budget_2025_2026.pdf,union_budget,2025-10-02T21:32:29.737226,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_03,RBI Grade B Phase 1 - Mock Test #3,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00522,General Awareness,A new presumptive taxation scheme is proposed under Section 44BBD for non-residents providing technology or services for setting up an electronics manufacturing facility in India. What percentage of the aggregate amount paid or received for such services will be deemed as profits and gains?,10%,15%,20%,25%,30%,D,"The newly inserted section 44BBD(1) specifies that a sum equal to twenty-five per cent of the aggregate amounts (paid, payable, received, or deemed to be received) shall be deemed to be the profits and gains of the non-resident's business. (Page 39)",Hard,Fiscal_Policy,General_Awareness,Union_Budget_2025_2026.pdf,union_budget,2025-10-02T22:48:39.852296,gemini-2.5-pro,Per_PDF_RAG,RBI_PHASE1_MOCK_03,RBI Grade B Phase 1 - Mock Test #3,RBI Grade B 2025 - Premium Series,200,120,0.25
