question_id,section,question,option_a,option_b,option_c,option_d,option_e,correct_answer,explanation,difficulty,topic,subject,source_document,report_category,generated_date,generation_model,generation_type,test_id,test_name,test_series,total_questions,duration_minutes,negative_marking
GA_00011,General Awareness,What significant change regarding the Cash Reserve Ratio (CRR) was announced to be implemented in a staggered manner starting September 2025?,An increase of 50 bps to 4.5% of NDTL,A reduction of 100 bps to 3.0% of NDTL,A reduction of 50 bps to 3.5% of NDTL,An increase of 100 bps to 5.0% of NDTL,No change in the CRR,B,"To further provide durable liquidity, it has been decided to reduce the cash reserve ratio (CRR) by 100 basis points (bps) to 3.0 per cent of net demand and time liabilities (NDTL) in a staggered manner during the course of the year. (Page 11)",Medium,General,General_Awareness,Converted_from_QuizMaker,converted_quiz,2025-10-26T01:28:26.004475,conversion_script,QuizMaker_Conversion,RBI_PHASE1_MOCK_02,RBI Grade B Phase 1 - Mock Test #02,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00012,General Awareness,Bank credit growth sustained momentum during FY24. What was the YoY growth in credit disbursal by Scheduled Commercial Banks (SCBs) at the end of March 2024?,15.0%,18.5%,20.2%,22.5%,25.1%,C,"Credit disbursal by SCBs stood at ₹164.3 lakh crore, growing by 20.2 per cent at the end of March 2024, compared to a 15 per cent growth at the end of March 2023. (page 91)",Medium,General,General_Awareness,Converted_from_QuizMaker,converted_quiz,2025-10-26T01:28:26.004478,conversion_script,QuizMaker_Conversion,RBI_PHASE1_MOCK_02,RBI Grade B Phase 1 - Mock Test #02,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00013,General Awareness,"A new Section 194T has been proposed for TDS on payments to partners of firms. What is the rate of TDS on payments like salary, bonus, or interest to a partner?",2 per cent,5 per cent,7.5 per cent,10 per cent,20 per cent,D,"The newly inserted Section 194T(1) mandates that a firm responsible for paying any sum like salary, remuneration, commission, bonus, or interest to a partner shall deduct income-tax thereon at the rate of ten per cent. (Page 73, 201)",Medium,General,General_Awareness,Converted_from_QuizMaker,converted_quiz,2025-10-26T01:28:26.004481,conversion_script,QuizMaker_Conversion,RBI_PHASE1_MOCK_02,RBI Grade B Phase 1 - Mock Test #02,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00014,General Awareness,"Effective from the assessment year beginning 1st April 2026, what will be the income tax rate for individuals under the new tax regime (Section 115BAC) for the income slab of Rs. 8,00,001 to Rs. 12,00,000?",5%,10%,15%,20%,25%,B,"Clause 24 amends Section 115BAC, introducing a new tax table. For the income slab from Rs. 8,00,001 to Rs. 12,00,000, the applicable rate of tax is 10 per cent. (Page 46)",Medium,General,General_Awareness,Converted_from_QuizMaker,converted_quiz,2025-10-26T01:28:26.004484,conversion_script,QuizMaker_Conversion,RBI_PHASE1_MOCK_02,RBI Grade B Phase 1 - Mock Test #02,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00015,General Awareness,"What is the income tax rate for total income from Rs. 4,00,001 to Rs. 8,00,000 for individuals under the new tax regime (Section 115BAC) for the assessment year 2026-27?",Nil,5 per cent,10 per cent,15 per cent,20 per cent,B,"The amendment to Section 115BAC specifies a tax rate of 5 per cent for total income ranging from Rs. 4,00,001 to Rs. 8,00,000, effective from the assessment year 2026-27. (Page 46)",Medium,General,General_Awareness,Converted_from_QuizMaker,converted_quiz,2025-10-26T01:28:26.004487,conversion_script,QuizMaker_Conversion,RBI_PHASE1_MOCK_02,RBI Grade B Phase 1 - Mock Test #02,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00016,General Awareness,"A non-resident individual, whose income is chargeable under the new tax regime (Section 115BAC), has an aggregate income of Rs. 6 crore subject to TDS. What is the maximum rate of surcharge that will be applied to the TDS calculation?",10 per cent,15 per cent,25 per cent,37 per cent,No surcharge is applicable,C,"As per Section 2, sub-section (6)(a) read with the proviso, where the income of a person is chargeable to tax under sub-section (1A) of section 115BAC, the rate of surcharge on the tax deducted shall not exceed twenty-five per cent. This caps the surcharge even though the income exceeds five crore rupees, which would normally attract a 37% surcharge. (Page 19)",Medium,General,General_Awareness,Converted_from_QuizMaker,converted_quiz,2025-10-26T01:28:26.004490,conversion_script,QuizMaker_Conversion,RBI_PHASE1_MOCK_02,RBI Grade B Phase 1 - Mock Test #02,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00017,General Awareness,"As per the government's borrowing plan for the second half of FY 2025-26, what is the total amount planned to be borrowed through the issuance of Sovereign Green Bonds (SGrBs)?","₹5,000 crore","₹10,000 crore","₹15,000 crore","₹20,000 crore","₹25,000 crore",B,"The Government of India's borrowing programme for H2 of FY 2025-26 includes a plan to borrow ₹6.77 lakh crore through dated securities, which includes ₹10,000 crore through the issuance of Sovereign Green Bonds (SGrBs).",Medium,General,General_Awareness,Converted_from_QuizMaker,converted_quiz,2025-10-26T01:28:26.004493,conversion_script,QuizMaker_Conversion,RBI_PHASE1_MOCK_02,RBI Grade B Phase 1 - Mock Test #02,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00018,General Awareness,"For the assessment year beginning on or after April 1, 2025, what is the income tax rate applicable for an individual under the new tax regime for the total income slab of Rs. 3,00,001 to Rs. 7,00,000?",Nil,5 per cent,10 per cent,15 per cent,20 per cent,B,"As per the amendment to Section 115BAC, for the assessment year beginning on or after April 1, 2025, the income tax rate for the total income slab from Rs. 3,00,001 to Rs. 7,00,000 is 5 per cent. This is a change from the previous slab of Rs. 3,00,001 to Rs. 6,00,000. (Page 52)",Medium,General,General_Awareness,Converted_from_QuizMaker,converted_quiz,2025-10-26T01:28:26.004495,conversion_script,QuizMaker_Conversion,RBI_PHASE1_MOCK_02,RBI Grade B Phase 1 - Mock Test #02,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00019,General Awareness,"The PM Vishwakarma scheme, launched in September 2023, provides a stipend to artisans during the basic skill training period. What is the stipend amount provided per day?",₹200,₹300,₹500,₹750,₹1000,C,"Under the PM Vishwakarma scheme's skill upgradation module, basic skill training is provided with a stipend of ₹500 per day to offset wage loss. (Page 361)",Medium,General,General_Awareness,Converted_from_QuizMaker,converted_quiz,2025-10-26T01:28:26.004498,conversion_script,QuizMaker_Conversion,RBI_PHASE1_MOCK_02,RBI Grade B Phase 1 - Mock Test #02,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00020,General Awareness,"In its meeting held from October 7-9, 2024, what change did the Monetary Policy Committee (MPC) make to its monetary policy stance?",From neutral to accommodative,From accommodative to withdrawal of accommodation,From withdrawal of accommodation to neutral,From neutral to calibrated tightening,No change was made to the stance,C,"The MPC, in its meeting on October 7-9, 2024, took note of the prevailing inflation-growth dynamics and decided to change the monetary policy stance from 'withdrawal of accommodation' to 'neutral'. (Source: Page 13)",Medium,General,General_Awareness,Converted_from_QuizMaker,converted_quiz,2025-10-26T01:28:26.004501,conversion_script,QuizMaker_Conversion,RBI_PHASE1_MOCK_02,RBI Grade B Phase 1 - Mock Test #02,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00021,General Awareness,"Based on the impulse response analysis to a policy rate shock, what is the differential timing of the maximum impact on private consumption (PFCE) versus fixed investment (GFCF)?",The maximum impact on both is seen around the second quarter.,"The impact on PFCE peaks after two quarters, while for GFCF it peaks around the fifth quarter.","The impact on GFCF is swifter, peaking in the second quarter, while for PFCE it takes five quarters.",The maximum impact for both materializes after a full year (four quarters).,The impact on both is immediate and peaks in the first quarter following the shock.,B,"The analysis in Box III.1 suggests that private consumption exhibits a swift adverse response, reaching its peak approximately after two quarters following a policy rate shock, while the maximum response of fixed investment is seen around the fifth quarter. (Page 48)",Medium,General,General_Awareness,Converted_from_QuizMaker,converted_quiz,2025-10-26T01:28:26.004504,conversion_script,QuizMaker_Conversion,RBI_PHASE1_MOCK_02,RBI Grade B Phase 1 - Mock Test #02,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00022,General Awareness,"With reference to the financial stability indicators for banks and Non-Banking Financial Companies (NBFCs) as of end-June 2024, which of the following statements is incorrect?","The Gross NPA ratio for banks stood at 2.7 per cent, its lowest since March 2011.","The Capital to Risk-weighted Assets Ratio (CRAR) for NBFCs was significantly above the regulatory threshold, standing at 26.6 per cent.",The annualized Return on Assets (RoA) for banks at 1.4 per cent was higher than the RoA for NBFCs.,"The annualized slippage ratio for banks, measuring new NPA accretions, continued to decline and reached 1.3 per cent.","The Gross NPA ratio of NBFCs was 2.8 per cent, its lowest level since March 2021.",C,"Statement C is incorrect. According to the data provided, the annualized Return on Assets (RoA) for banks stood at 1.4 per cent, while the RoA for NBFCs stood at 3.2 per cent at end-June 2024. Therefore, the RoA for NBFCs was higher than that for banks. All other statements are correct based on the information in the footnote. (Page 12)",Medium,General,General_Awareness,Converted_from_QuizMaker,converted_quiz,2025-10-26T01:28:26.004506,conversion_script,QuizMaker_Conversion,RBI_PHASE1_MOCK_02,RBI Grade B Phase 1 - Mock Test #02,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00023,General Awareness,"In September 2025, the Government of India and the Asian Development Bank (ADB) signed a loan agreement to enhance urban services and climate resilience in Assam. What was the loan amount?",$100 million,$125 million,$150 million,$126.4 million,$200 million,B,"The Government of India and the Asian Development Bank (ADB) signed a $125 million loan agreement on September 22, 2025, to enhance urban livability and bolster climate resilience in six district headquarters and Guwahati in Assam.",Medium,General,General_Awareness,Converted_from_QuizMaker,converted_quiz,2025-10-26T01:28:26.004509,conversion_script,QuizMaker_Conversion,RBI_PHASE1_MOCK_02,RBI Grade B Phase 1 - Mock Test #02,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00024,General Awareness,"What is the theme of the Swachhata Hi Seva 2025 (SHS 2025) campaign launched by the Department of Financial Services, scheduled from September 17 to October 2, 2025?","Swachh Bharat, Samriddh Bharat","Clean India, Green India",Swachhotsav,Garbage Free India,Cleanliness is Service,C,"The Department of Financial Services launched Swachhata Hi Seva 2025 with the theme 'Swachhotsav', which blends the spirit of festive celebrations with the responsibility of cleanliness.",Medium,General,General_Awareness,Converted_from_QuizMaker,converted_quiz,2025-10-26T01:28:26.004512,conversion_script,QuizMaker_Conversion,RBI_PHASE1_MOCK_02,RBI Grade B Phase 1 - Mock Test #02,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00025,General Awareness,"The total receipts received by the Government of India up to August 2025 amounted to ₹12,82,709 crore, which was what percentage of the corresponding Budget Estimates for 2025-26?",31.3%,40.5%,35.2%,38.9%,36.7%,E,"As per the monthly accounts published in September 2025, the Government received ₹12,82,709 crore up to August 2025, which was 36.7% of the corresponding Budget Estimates for 2025-26.",Medium,General,General_Awareness,Converted_from_QuizMaker,converted_quiz,2025-10-26T01:28:26.004515,conversion_script,QuizMaker_Conversion,RBI_PHASE1_MOCK_02,RBI Grade B Phase 1 - Mock Test #02,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00026,General Awareness,"In December 2024, the Cash Reserve Ratio (CRR) for banks was reduced to what percentage of Net Demand and Time Liabilities (NDTL)?",3.50%,4.00%,4.25%,4.50%,5.00%,B,"To ease potential liquidity stress, the CRR of banks was reduced by 50 bps to 4.0 per cent of NDTL in December 2024. (Page 112, 116)",Medium,General,General_Awareness,Converted_from_QuizMaker,converted_quiz,2025-10-26T01:28:26.004518,conversion_script,QuizMaker_Conversion,RBI_PHASE1_MOCK_02,RBI Grade B Phase 1 - Mock Test #02,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00027,General Awareness,What is the central government's budgeted fiscal deficit to GDP ratio for the fiscal year 2025-26?,3.1%,4.3%,4.4%,4.8%,9.2%,C,The document states that the central government's fiscal deficit to GDP ratio declined to 4.8 per cent in 2024-25 and is budgeted to moderate further to 4.4 per cent in 2025-26. (Page 9),Medium,General,General_Awareness,Converted_from_QuizMaker,converted_quiz,2025-10-26T01:28:26.004520,conversion_script,QuizMaker_Conversion,RBI_PHASE1_MOCK_02,RBI Grade B Phase 1 - Mock Test #02,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00028,General Awareness,"As per the Economic Survey 2023-24, the Gross Non-Performing Assets (GNPA) ratio of Scheduled Commercial Banks (SCBs) reached a 12-year low at the end of March 2024. What was this specific GNPA ratio?",3.9%,3.1%,2.8%,5.8%,1.9%,C,"Page 93, paragraph 2.23 of the Economic Survey 2023-24 states, 'The gross non-performing assets (GNPA) ratio of SCBs continued its downward trend, reaching a 12-year low of 2.8 per cent at the end of March 2024 from its peak of 11.2 per cent in FY18.' This is also supported by Chart II.7a on page 94.",Medium,General,General_Awareness,Converted_from_QuizMaker,converted_quiz,2025-10-26T01:28:26.004523,conversion_script,QuizMaker_Conversion,RBI_PHASE1_MOCK_02,RBI Grade B Phase 1 - Mock Test #02,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00029,General Awareness,What was the Gross Non-Performing Assets (GNPA) ratio of Scheduled Commercial Banks (SCBs) as of September 2023?,2.8%,3.2%,3.9%,0.8%,4.1%,B,"The Gross Non-Performing Assets (GNPA) ratio of Scheduled Commercial Banks (SCBs) fell to a multi-year low of 3.2 per cent in September 2023. (Page 19, 64)",Medium,General,General_Awareness,Converted_from_QuizMaker,converted_quiz,2025-10-26T01:28:26.004526,conversion_script,QuizMaker_Conversion,RBI_PHASE1_MOCK_02,RBI Grade B Phase 1 - Mock Test #02,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00030,General Awareness,"As a result of the Government's RRB consolidation drive under the 'One State-One RRB' policy, the number of Regional Rural Banks was reduced from 43 to how many, effective from 1st May 2025?",35,32,30,28,25,D,"Guided by the principle of 'One State-One RRB', the Government continued the consolidation process, reducing the number of RRBs from 43 to 28 with effect from 1st May 2025.",Medium,General,General_Awareness,Converted_from_QuizMaker,converted_quiz,2025-10-26T01:28:26.004529,conversion_script,QuizMaker_Conversion,RBI_PHASE1_MOCK_02,RBI Grade B Phase 1 - Mock Test #02,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00031,General Awareness,"The PM Vishwakarma scheme, launched in November 2024 to support traditional artisans and craftspeople, was announced with a total financial outlay of how much?","₹10,000 crore","₹13,000 crore","₹15,000 crore","₹19,744 crore","₹25,000 crore",B,"The Government launched the PM Vishwakarma scheme in November 2024 for traditional artisans with a significant allocation of ₹13,000 crore.",Medium,General,General_Awareness,Converted_from_QuizMaker,converted_quiz,2025-10-26T01:28:26.004531,conversion_script,QuizMaker_Conversion,RBI_PHASE1_MOCK_02,RBI Grade B Phase 1 - Mock Test #02,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00032,General Awareness,"What was the headline CPI inflation rate recorded in February 2025, which marked a seven-month low?",3.1%,3.6%,4.1%,4.3%,5.7%,B,"Headline CPI inflation moderated to a seven-month low of 3.6 per cent in February 2025, declining from 4.3 per cent in January 2025, on account of a correction in food prices. (Page 31, 56)",Medium,General,General_Awareness,Converted_from_QuizMaker,converted_quiz,2025-10-26T01:28:26.004534,conversion_script,QuizMaker_Conversion,RBI_PHASE1_MOCK_02,RBI Grade B Phase 1 - Mock Test #02,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00033,General Awareness,"In March 2025, India's foreign exchange reserves reached which significant milestone for the first time?",$650 billion,$675 billion,$700 billion,$750 billion,$800 billion,C,"According to the provided data, India's forex reserves touched the $700 billion milestone in March 2025, marking a significant high.",Medium,General,General_Awareness,Converted_from_QuizMaker,converted_quiz,2025-10-26T01:28:26.004537,conversion_script,QuizMaker_Conversion,RBI_PHASE1_MOCK_02,RBI Grade B Phase 1 - Mock Test #02,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00034,General Awareness,"Based on the 2023-24 data from the sixth round of the remittances survey, what was the approximate combined share of the top three source countries (United States, United Arab Emirates, and United Kingdom) in India's total inward remittances?",Around 45%,Around 51%,Around 58%,Around 62%,Around 66%,C,"The top three source countries for India's inward remittances in 2023-24 were the United States (27.7%), United Arab Emirates (19.2%), and the United Kingdom (10.8%). Their combined share is 27.7% + 19.2% + 10.8% = 57.7%, which is approximately 58%. (Page 99, Table 1)",Medium,General,General_Awareness,Converted_from_QuizMaker,converted_quiz,2025-10-26T01:28:26.004540,conversion_script,QuizMaker_Conversion,RBI_PHASE1_MOCK_02,RBI Grade B Phase 1 - Mock Test #02,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00035,General Awareness,Domestic headline consumer price index (CPI) inflation recorded a six-year low in May 2025. What was this inflation rate?,4.0%,3.5%,2.8%,4.2%,1.5%,C,"The report states that domestic inflation has been steadily declining, with the headline consumer price index (CPI) inflation recording a six-year low of 2.8 per cent in May 2025. (Source: Page 27, Para 1.16)",Medium,General,General_Awareness,Converted_from_QuizMaker,converted_quiz,2025-10-26T01:28:26.004543,conversion_script,QuizMaker_Conversion,RBI_PHASE1_MOCK_02,RBI Grade B Phase 1 - Mock Test #02,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00036,General Awareness,"As of March 31, 2025, what was the share of loans linked to the External Benchmark-Based Lending Rate (EBLR) within the total retail loan portfolio of All Scheduled Commercial Banks (SCBs)?",34.9%,54.7%,57.5%,65.1%,75.7%,C,"Table 1.4 on the distribution of retail loans by interest rate framework shows that for All SCBs, 57.5 per cent of the total retail loans were linked to the EBLR framework as of March 31, 2025. (Page 59, Table 1.4)",Medium,General,General_Awareness,Converted_from_QuizMaker,converted_quiz,2025-10-26T01:28:26.004545,conversion_script,QuizMaker_Conversion,RBI_PHASE1_MOCK_02,RBI Grade B Phase 1 - Mock Test #02,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00037,General Awareness,"According to the contagion analysis, what would be the impact on the banking system's total Tier 1 capital from a hypothetical failure of the NBFC with the maximum capacity to cause solvency losses?",A reduction of 1.9%,A reduction of 2.9%,A reduction of 3.7%,A reduction of 4.5%,No significant impact,B,"The contagion analysis for end-March 2025 shows that the hypothetical failure of the top NBFC with the maximum capacity to cause solvency losses would knock off 2.9 per cent of the banking system's total Tier 1 capital. (Page 115, para 2.86 & Table 2.14)",Medium,General,General_Awareness,Converted_from_QuizMaker,converted_quiz,2025-10-26T01:28:26.004548,conversion_script,QuizMaker_Conversion,RBI_PHASE1_MOCK_02,RBI Grade B Phase 1 - Mock Test #02,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00038,General Awareness,What was the Capital to Risk-Weighted Assets Ratio (CRAR) for Scheduled Commercial Banks as of September 2024?,15.8 per cent,16.3 per cent,16.7 per cent,17.2 per cent,18.1 per cent,C,"At the end of September 2024, the Capital to Risk-Weighted Assets Ratio (CRAR) of Scheduled Commercial Banks stood at 16.7 per cent, well above the regulatory norm. (Page 84, Para 2.10 & Chart II.3b)",Medium,General,General_Awareness,Converted_from_QuizMaker,converted_quiz,2025-10-26T01:28:26.004551,conversion_script,QuizMaker_Conversion,RBI_PHASE1_MOCK_02,RBI Grade B Phase 1 - Mock Test #02,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00039,General Awareness,What is the total amount the Government of India plans to borrow through dated securities in the second half of the fiscal year 2025-26?,₹5.55 lakh crore,₹6.12 lakh crore,₹6.77 lakh crore,₹7.02 lakh crore,₹7.50 lakh crore,C,"The Government of India, in consultation with the RBI, finalized its borrowing programme and plans to borrow ₹6.77 lakh crore in the second half of FY 2025-26 through dated securities.",Medium,General,General_Awareness,Converted_from_QuizMaker,converted_quiz,2025-10-26T01:28:26.004554,conversion_script,QuizMaker_Conversion,RBI_PHASE1_MOCK_02,RBI Grade B Phase 1 - Mock Test #02,RBI Grade B 2025 - Premium Series,200,120,0.25
GA_00040,General Awareness,"The RBI announced a reduction in the Cash Reserve Ratio (CRR) in its December 2024 policy statement, which is expected to release primary liquidity of about ₹1.16 lakh crore. What is the final CRR after this reduction?",3.50%,3.75%,4.00%,4.25%,4.50%,C,"It was decided to reduce the cash reserve ratio (CRR) of all banks by 50 bps in two equal tranches of 25 bps each, with effect from the fortnights beginning December 14 and December 28, 2024. This will restore the CRR to 4.0 per cent of NDTL. (Page 11, 21)",Medium,General,General_Awareness,Converted_from_QuizMaker,converted_quiz,2025-10-26T01:28:26.004557,conversion_script,QuizMaker_Conversion,RBI_PHASE1_MOCK_02,RBI Grade B Phase 1 - Mock Test #02,RBI Grade B 2025 - Premium Series,200,120,0.25
